Feature.ID	sample_id	abundance	coupon_id	site	catridge_id	substrate	experiment_type	cartridge_volume	level	Sample Type	Volume Sampled (mL or g)	Date Deployed	Date Sampled	Taxon	Confidence	domain	phylum	class	order	family	genus	species
3c5862ee0b6d8e07c063d00ab0be19cf	23.DeMMO3.Tube14.9Dec2019	0.008426729586247577	D3T14rep	D3	14	Poorman	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SCGC_AAA011-D5; g__SCGC_AAA011-D5; s__Candidatus_Diapherotrites	0.9999999667752212	Archaea	Nanoarchaeota	Nanoarchaeia	 Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5	Candidatus_Diapherotrites
3c68585f0e52653e7d42dfea6968184f	11.DeMMO1.tube2.12Dec2019	0.016853459172495155	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_prokaryote	0.8887769143387773	Bacteria	Chloroflexi	Anaerolineae	 Anaerolineales	Anaerolineaceae	uncultured	uncultured_prokaryote
3c68585f0e52653e7d42dfea6968184f	14.DeMMO1.tube5.12Dec2019	0.01474677677593326	D1T5exp	D1	5	Homestake	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_prokaryote	0.8887769143387773	Bacteria	Chloroflexi	Anaerolineae	 Anaerolineales	Anaerolineaceae	uncultured	uncultured_prokaryote
3c68585f0e52653e7d42dfea6968184f	15.DeMMO1.tube6.12Dec2019	0.006320047189685683	D1T6rep	D1	6	Homestake	rep	medium	800	cartridge	1.06	10-Jun-19	12-Dec-19	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_prokaryote	0.8887769143387773	Bacteria	Chloroflexi	Anaerolineae	 Anaerolineales	Anaerolineaceae	uncultured	uncultured_prokaryote
3c68585f0e52653e7d42dfea6968184f	18.DeMMO1.tube9.12Dec2019	0.046347012724361675	D1T9cont	D1	9	sand	exp	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_prokaryote	0.8887769143387773	Bacteria	Chloroflexi	Anaerolineae	 Anaerolineales	Anaerolineaceae	uncultured	uncultured_prokaryote
3c6ffbcb2bd18ffe165e1bc75779a5ac	19.DeMMO1.tube10.12Dec2019	0.04845369512092357	D1T10cont	D1	10	sand	rep	large	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae	0.728764061218269	Bacteria	Bacteroidota	Bacteroidia	 Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	NA
3c72d1120e8c5e47abd7a04b401df7f4	10.DeMMO1.tube1.12Dec2019	0.42765652650206454	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	11.DeMMO1.tube2.12Dec2019	0.22752169882868462	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	12.DeMMO1.tube3.12Dec2019	0.28229544113929383	D1T3rep	D1	3	Ellison	exp	medium	800	cartridge	1.01	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	13.DeMMO1.tube4.12Dec2019	1.815960225836353	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	14.DeMMO1.tube5.12Dec2019	0.5961911182270161	D1T5exp	D1	5	Homestake	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	15.DeMMO1.tube6.12Dec2019	0.13693435577652313	D1T6rep	D1	6	Homestake	rep	medium	800	cartridge	1.06	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	16.DeMMO1.tube7.12Dec2019	0.3813095137777029	D1T7rep	D1	7	Yates	exp	medium	800	cartridge	0.96	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	17.DeMMO1.tube8.12Dec2019	0.21488160444931323	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	18.DeMMO1.tube9.12Dec2019	0.34338923063958876	D1T9cont	D1	9	sand	exp	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c72d1120e8c5e47abd7a04b401df7f4	19.DeMMO1.tube10.12Dec2019	0.7162720148310441	D1T10cont	D1	10	sand	rep	large	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Spirochaetota; c__MVP-15; o__MVP-15; f__MVP-15; g__MVP-15; s__uncultured_bacterium	0.999999994660115	Bacteria	Spirochaetota	MVP-15	 MVP-15	MVP-15	MVP-15	uncultured_bacterium
3c775a6fbe277d7c163e6b936d7a3490	17.DeMMO1.tube8.12Dec2019	0.012640094379371365	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Candidatus_Magasanikbacteria; g__Candidatus_Magasanikbacteria; s__Candidatus_Magasanikbacteria	0.9511571583984405	Bacteria	Patescibacteria	ABY1	 Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria
3c9d35ad9b2c64adb28a578a1ebad835	10.DeMMO1.tube1.12Dec2019	0.006320047189685683	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria	0.9999168300325173	Bacteria	NA	NA	NA	NA	NA	NA
3c9d35ad9b2c64adb28a578a1ebad835	13.DeMMO1.tube4.12Dec2019	0.016853459172495155	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria	0.9999168300325173	Bacteria	NA	NA	NA	NA	NA	NA
3c9d35ad9b2c64adb28a578a1ebad835	17.DeMMO1.tube8.12Dec2019	0.01896014156905705	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria	0.9999168300325173	Bacteria	NA	NA	NA	NA	NA	NA
3c9e459233fda4def1f05bec6732736d	26.DeMMO3.Tube17.9Dec2019	0.010533411982809472	D3T17exp	D3	17	Homestake	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria	0.9999996522283475	Bacteria	NA	NA	NA	NA	NA	NA
3c9e459233fda4def1f05bec6732736d	31.DeMMO3.Tube22.9Dec2019	0.0021066823965618943	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria	0.9999996522283475	Bacteria	NA	NA	NA	NA	NA	NA
3cb77e52b086ff8ffb8febfb2507eb63	31.DeMMO3.Tube22.9Dec2019	0.0779472486727901	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Ferriphaselus; s__uncultured_bacterium	0.9075487907974915	Bacteria	Proteobacteria	Gammaproteobacteria	 Burkholderiales	Gallionellaceae	Ferriphaselus	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	22.DeMMO3.Tube13.9Dec2019	0.01474677677593326	D3T13exp	D3	13	Poorman	exp	medium	2000	cartridge	1	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	23.DeMMO3.Tube14.9Dec2019	0.010533411982809472	D3T14rep	D3	14	Poorman	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	24.DeMMO3.Tube15.9Dec2019	0.01474677677593326	D3T15exp	D3	15	Ellison	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	25.DeMMO3.Tube16.9Dec2019	0.021066823965618944	D3T16exp	D3	16	Ellison	rep	medium	2000	cartridge	1.01	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	26.DeMMO3.Tube17.9Dec2019	0.006320047189685683	D3T17exp	D3	17	Homestake	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	27.DeMMO3.Tube18.9Dec2019	0.010533411982809472	D3T18exp	D3	18	Homestake	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	28.DeMMO3.Tube19.9Dec2019	0.0021066823965618943	D3T19rep	D3	19	Yates	exp	medium	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	30.DeMMO3.Tube21.9Dec2019	0.008426729586247577	D3T21cont	D3	21	sand	exp	medium	2000	cartridge	0.96	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3ccf1eb48cc6d9455baa1cd11653e086	31.DeMMO3.Tube22.9Dec2019	0.010533411982809472	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium	0.9139120643721378	Bacteria	Chloroflexi	Dehalococcoidia	 GIF9	GIF9	GIF9	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	9.DeMMO3.steri.11June2019	0.9985674559703379	D3fluid	D3	NA	fluid	rep	NA	2000	sterivex	1000	NA	11-Jun-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	22.DeMMO3.Tube13.9Dec2019	1.2661161203336986	D3T13exp	D3	13	Poorman	exp	medium	2000	cartridge	1	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	23.DeMMO3.Tube14.9Dec2019	2.1488160444931323	D3T14rep	D3	14	Poorman	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	24.DeMMO3.Tube15.9Dec2019	1.9781747703716188	D3T15exp	D3	15	Ellison	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	25.DeMMO3.Tube16.9Dec2019	2.4584983567877305	D3T16exp	D3	16	Ellison	rep	medium	2000	cartridge	1.01	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	26.DeMMO3.Tube17.9Dec2019	2.3363107777871406	D3T17exp	D3	17	Homestake	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	27.DeMMO3.Tube18.9Dec2019	1.6389989045251538	D3T18exp	D3	18	Homestake	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	28.DeMMO3.Tube19.9Dec2019	1.71273278840482	D3T19rep	D3	19	Yates	exp	medium	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	29.DeMMO3.Tube20.9Dec2019	1.63478553973203	D3T20rep	D3	20	Yates	rep	medium	2000	cartridge	1.01	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	3.DeMMO3.steri.9Dec2019	1.5420915142833067	D3fluid	D3	NA	fluid	exp	NA	2000	sterivex	1000	NA	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	30.DeMMO3.Tube21.9Dec2019	1.8686272857504003	D3T21cont	D3	21	sand	exp	medium	2000	cartridge	0.96	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3cd37910d16758ef123cc52c76282735	31.DeMMO3.Tube22.9Dec2019	0.897446700935367	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_bacterium	0.9894439329730726	Bacteria	Planctomycetota	Phycisphaerae	 mle1-8	mle1-8	mle1-8	uncultured_bacterium
3d0d13c677424b9ed063f54356c594b1	15.DeMMO1.tube6.12Dec2019	0.006320047189685683	D1T6rep	D1	6	Homestake	rep	medium	800	cartridge	1.06	10-Jun-19	12-Dec-19	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfurivibrionaceae; g__Desulfurivibrio; s__uncultured_Desulfobacterales	0.9297316391708755	Bacteria	Desulfobacterota	Desulfobulbia	 Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	uncultured_Desulfobacterales
3d181df90e5ea19c11092ff3bf964793	7.DeMMO1.steri2.10June2019	0.027386871155304627	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	Unassigned	0.3122850011238655	Unassigned	NA	NA	NA	NA	NA	NA
3d181df90e5ea19c11092ff3bf964793	11.DeMMO1.tube2.12Dec2019	0.012640094379371365	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	Unassigned	0.3122850011238655	Unassigned	NA	NA	NA	NA	NA	NA
3d43fc757d80882a2bb88e53c1f7b92f	7.DeMMO1.steri2.10June2019	0.008426729586247577	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__uncultured_archaeon	0.7431496270146184	Archaea	Nanoarchaeota	Nanoarchaeia	 Woesearchaeales	Woesearchaeales	Woesearchaeales	uncultured_archaeon
3d43fc757d80882a2bb88e53c1f7b92f	1.DeMMO1.steri2.12Dec2019	0.01474677677593326	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__uncultured_archaeon	0.7431496270146184	Archaea	Nanoarchaeota	Nanoarchaeia	 Woesearchaeales	Woesearchaeales	Woesearchaeales	uncultured_archaeon
3d4e406bf894d0af0334a1a9b1532754	14.DeMMO1.tube5.12Dec2019	0.004213364793123789	D1T5exp	D1	5	Homestake	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__uncultured_bacterium	0.9757079473811855	Bacteria	Planctomycetota	vadinHA49	 vadinHA49	vadinHA49	vadinHA49	uncultured_bacterium
3d4e406bf894d0af0334a1a9b1532754	18.DeMMO1.tube9.12Dec2019	0.004213364793123789	D1T9cont	D1	9	sand	exp	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__uncultured_bacterium	0.9757079473811855	Bacteria	Planctomycetota	vadinHA49	 vadinHA49	vadinHA49	vadinHA49	uncultured_bacterium
3d4e406bf894d0af0334a1a9b1532754	19.DeMMO1.tube10.12Dec2019	0.006320047189685683	D1T10cont	D1	10	sand	rep	large	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__uncultured_bacterium	0.9757079473811855	Bacteria	Planctomycetota	vadinHA49	 vadinHA49	vadinHA49	vadinHA49	uncultured_bacterium
3d676e97363fc22ae5a79c1507158c7d	17.DeMMO1.tube8.12Dec2019	0.006320047189685683	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Parcubacteria	0.9844918602853999	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
3d703b5ebaaf2d5aacba636143fa6875	10.DeMMO1.tube1.12Dec2019	0.010533411982809472	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Abawacabacteria; f__Candidatus_Abawacabacteria; g__Candidatus_Abawacabacteria; s__Candidatus_Abawacabacteria	0.9999999999998721	Bacteria	Patescibacteria	Gracilibacteria	 Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria
3d703b5ebaaf2d5aacba636143fa6875	11.DeMMO1.tube2.12Dec2019	0.006320047189685683	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Abawacabacteria; f__Candidatus_Abawacabacteria; g__Candidatus_Abawacabacteria; s__Candidatus_Abawacabacteria	0.9999999999998721	Bacteria	Patescibacteria	Gracilibacteria	 Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria
3d703b5ebaaf2d5aacba636143fa6875	18.DeMMO1.tube9.12Dec2019	0.016853459172495155	D1T9cont	D1	9	sand	exp	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Abawacabacteria; f__Candidatus_Abawacabacteria; g__Candidatus_Abawacabacteria; s__Candidatus_Abawacabacteria	0.9999999999998721	Bacteria	Patescibacteria	Gracilibacteria	 Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria
3d7658acb38f4cb84b6d9845ed451717	10.DeMMO1.tube1.12Dec2019	0.010533411982809472	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Archaea; p__Iainarchaeota; c__Iainarchaeia; o__Iainarchaeales; f__Iainarchaeales; g__Candidatus_Iainarchaeum	0.9631783916226342	Archaea	Iainarchaeota	Iainarchaeia	 Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	NA
3d7658acb38f4cb84b6d9845ed451717	11.DeMMO1.tube2.12Dec2019	0.008426729586247577	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	d__Archaea; p__Iainarchaeota; c__Iainarchaeia; o__Iainarchaeales; f__Iainarchaeales; g__Candidatus_Iainarchaeum	0.9631783916226342	Archaea	Iainarchaeota	Iainarchaeia	 Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	NA
3d7658acb38f4cb84b6d9845ed451717	17.DeMMO1.tube8.12Dec2019	0.016853459172495155	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Archaea; p__Iainarchaeota; c__Iainarchaeia; o__Iainarchaeales; f__Iainarchaeales; g__Candidatus_Iainarchaeum	0.9631783916226342	Archaea	Iainarchaeota	Iainarchaeia	 Iainarchaeales	Iainarchaeales	Candidatus_Iainarchaeum	NA
3d87f0d94279867a0945bd47ba17ffba	1.DeMMO1.steri2.12Dec2019	0.021066823965618944	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_bacterium	0.9963009417997566	Bacteria	Verrucomicrobiota	Omnitrophia	 Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	uncultured_bacterium
3d87f0d94279867a0945bd47ba17ffba	13.DeMMO1.tube4.12Dec2019	0.01474677677593326	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_bacterium	0.9963009417997566	Bacteria	Verrucomicrobiota	Omnitrophia	 Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	uncultured_bacterium
3d8801db637568907ba058bbe0c130b2	9.DeMMO3.steri.11June2019	0.01474677677593326	D3fluid	D3	NA	fluid	rep	NA	2000	sterivex	1000	NA	11-Jun-19	d__Bacteria	0.9999999961281927	Bacteria	NA	NA	NA	NA	NA	NA
3d8801db637568907ba058bbe0c130b2	16.DeMMO1.tube7.12Dec2019	0.016853459172495155	D1T7rep	D1	7	Yates	exp	medium	800	cartridge	0.96	10-Jun-19	12-Dec-19	d__Bacteria	0.9999999961281927	Bacteria	NA	NA	NA	NA	NA	NA
